,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,KEGG_2021_Human,Human T-cell leukemia virus 1 infection,82/219,2.242156977110924e-15,6.318806026403513e-14,0,0,3.298669408898478,111.2685329670653,RB1;CD40;CDKN1A;SPI1;ITGB2;PTEN;CD3G;CD3E;ITGAL;CD3D;ETS1;TNF;ETS2;ICAM1;ELK4;CCND3;ZFP36;PPP3CC;XPO1;AKT3;AKT1;TSPO;B2M;PRKACB;JAK3;HLA-DPA1;JAK1;MAP2K1;MAP2K2;IL1R2;HLA-B;HLA-C;HLA-A;FOS;HLA-F;HLA-E;TNFRSF1A;LCK;CANX;VDAC1;ANAPC5;TLN1;SLC25A5;ANAPC1;ATF4;HLA-DQB1;CREB5;SLC25A6;ATF6B;GPS2;PIK3R1;IL2RG;ANAPC11;HLA-DMA;MAPK8;HLA-DMB;BUB3;HLA-DQA2;HLA-DQA1;EGR1;RANBP1;FDPS;HLA-DRB5;JUN;TGFB1;NFATC3;NFKB1;NFKB2;FOSL1;NFKBIA;DLG1;CD4;IL2RB;HLA-DPB1;HLA-DRA;ATM;KRAS;CALR;MAP3K14;HLA-DRB1;RAN;BCL2L1
11,KEGG_2021_Human,Yersinia infection,60/137,3.352260009899276e-15,8.660005025573128e-14,0,0,4.278838808250573,142.61002472363782,CXCL8;WIPF1;ARPC1B;ARPC5L;TNF;ACTB;ACTG1;PYCARD;RPS6KA3;AKT3;CASP1;AKT1;RAC1;MAP2K3;ACTR3;ACTR2;MAP2K1;MAP2K2;ITGA4;IL18;FOS;RHOA;ZAP70;CD8B;CD8A;LCK;IL1B;ARHGEF1;LCP2;TLR4;SKAP2;ARF6;ROCK2;PXN;WAS;PIK3R1;MEFV;CDC42;MAPK8;NLRP3;PTK2B;MAP2K7;WASF2;GIT2;JUN;FYB1;NFATC3;ARPC5;MAPK14;NFKB1;NFKBIA;CD4;FCGR2A;ARPC2;ARPC3;GNAQ;PKN2;PKN1;LAT;MYD88
12,KEGG_2021_Human,Leishmaniasis,41/77,2.1837448844613334e-14,5.207391647561642e-13,0,0,6.230413915051784,195.97860464633308,ITGAM;NCF1;NCF2;ITGB2;NCF4;PTGS2;TNF;FCGR3A;HLA-DMA;HLA-DMB;JAK2;FCGR1A;HLA-DQA2;HLA-DQA1;HLA-DPA1;JAK1;HLA-DRB5;JUN;CR1;TGFB1;ITGA4;IFNGR1;STAT1;IFNGR2;CYBB;CYBA;FOS;MAPK14;NFKB1;EEF1A1;NFKBIA;FCGR2A;IL1B;HLA-DPB1;HLA-DRA;PTPN6;TLR4;HLA-DRB1;MYD88;HLA-DQB1;TLR2
13,KEGG_2021_Human,Parkinson disease,87/249,3.571202425550883e-14,7.907662513719814e-13,0,0,2.960166562870157,91.65649262318172,LRRK2;NDUFA10;UBE2L6;PARK7;COX7C;UBE2L3;PSMD8;TUBA1C;PSMD6;TUBA1B;PSMD7;TUBA1A;KIF5B;CASP3;PSMD3;TUBB1;UQCRFS1;PRKACB;APAF1;DUSP1;TUBB;NDUFC2;SDHC;SDHA;COX6B1;PSMA4;NDUFS8;DDIT3;NDUFS5;PPIF;NDUFS3;VDAC1;UQCRC2;SLC25A5;UBA52;ATF4;SLC25A6;PSMD12;NDUFB8;UQCRB;NDUFB5;NDUFB3;ATP5MC3;ITPR2;NDUFB1;TXN;UQCR10;COX5B;COX5A;PSMA7;UQCRH;UBE2J1;ATP5F1A;MAPK8;ATP5F1B;PSMB2;UBB;PSMB3;PSMB1;UBC;CYC1;RPS27A;NDUFV2;NDUFV1;SNCA;NDUFA9;ATP5PF;XBP1;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA3;NDUFA1;UBE2G1;UBE2G2;COX6C;TUBB4B;ATP5F1D;ATP5F1E;PSMC3;NDUFAB1;CALM3;CALM1;CALM2;BCL2L1;NFE2L2
14,KEGG_2021_Human,Hematopoietic cell lineage,47/99,8.1659472064352e-14,1.6876290893299412e-12,0,0,4.949535657963904,149.160288428633,CSF3R;ITGAM;ITGB3;ITGA2B;CD3G;CD1D;CD3E;TNF;CSF2RA;CD3D;HLA-DMA;HLA-DMB;ANPEP;CD37;CD14;CD36;FCGR1A;IL6R;HLA-DQA2;HLA-DQA1;CD33;CD55;HLA-DPA1;HLA-DRB5;IL4R;CR1;ITGA4;IL1R2;FLT3LG;GP1BA;CD2;GP9;CD4;CD8B;CD8A;CD5;IL1B;CD7;HLA-DPB1;HLA-DRA;CD9;IL7R;MS4A1;CD22;HLA-DRB1;CD44;HLA-DQB1
15,KEGG_2021_Human,Antigen processing and presentation,39/78,1.3209095026978526e-12,2.559262161477089e-11,0,0,5.466082440765985,149.51211645390023,HSP90AB1;IFI30;TNF;CTSS;HLA-DMA;HLA-DMB;CTSL;KLRC1;B2M;HLA-DQA2;HLA-DQA1;CTSB;HLA-DPA1;PDIA3;CD74;HSPA8;HLA-DRB5;HSPA5;HLA-B;TAP2;HLA-C;RFXANK;HLA-A;KIR3DL2;HLA-F;HLA-E;TAPBP;CD4;CD8B;CD8A;CANX;PSME1;HLA-DPB1;HLA-DRA;KLRD1;CALR;HLA-DRB1;HLA-DQB1;HSPA1A
16,KEGG_2021_Human,Th1 and Th2 cell differentiation,43/92,1.8057982559759442e-12,3.292926231485544e-11,0,0,4.800149894211828,129.7961413414167,CD3G;GATA3;CD3E;IL2RG;CD3D;HLA-DMA;MAPK8;PPP3CC;HLA-DMB;TBX21;STAT4;STAT6;JAK2;IL12RB1;JAK3;HLA-DQA2;HLA-DQA1;HLA-DPA1;JAK1;HLA-DRB5;JUN;IL4R;IFNGR1;STAT1;IFNGR2;NFATC3;FOS;MAPK14;RUNX3;NFKB1;NFKBIA;ZAP70;CD4;LCK;IL2RB;HLA-DPB1;HLA-DRA;PRKCQ;CD247;NFKBIE;HLA-DRB1;LAT;HLA-DQB1
17,KEGG_2021_Human,Amyotrophic lateral sclerosis,109/364,2.6979989796671887e-12,4.6465537983157134e-11,0,0,2.360137013955366,62.87053518544624,NUP107;NDUFA10;TNF;ACTB;ACTG1;PSMD8;PSMD6;PSMD7;KIF5B;PSMD3;TUBB1;NUP214;MAP2K3;GABARAPL2;NUP210;ANXA11;SDHC;SDHA;COX6B1;ATXN2L;DDIT3;SRSF3;VDAC1;UQCRC2;PFN1;SQSTM1;SRSF7;OPTN;ATF4;PSMD12;UQCRB;ATP5MC3;NUP160;UQCRH;TPR;NRBF2;CYC1;NDUFV2;NDUFV1;XBP1;HSPA5;FUS;ALYREF;ATG2A;BCL2L1;NXT1;COX7C;TUBA1C;TUBA1B;ACTR1B;PPP3CC;TUBA1A;CASP3;CASP1;UQCRFS1;RAC1;APAF1;TUBB;NDUFC2;WIPI1;WIPI2;TNFRSF1A;PSMA4;NDUFS8;NDUFS5;CAT;NDUFS3;NUP54;NUP58;DCTN6;RAB1A;NDUFB8;TOMM40;NDUFB5;DCTN3;NDUFB3;DERL1;NDUFB1;UQCR10;COX5B;COX5A;TANK;PSMA7;ATP5F1A;ATP5F1B;NXF3;PSMB2;PSMB3;PSMB1;HNRNPA1;RAE1;UBQLN2;NDUFA9;ATP5PF;HNRNPA3;ATP5PD;NDUFA6;NDUFA5;NDUFA3;NDUFA1;COX6C;TUBB4B;MAPK14;ATP5F1D;ATP5F1E;CCS;PSMC3;NDUFAB1;TARDBP
18,KEGG_2021_Human,Non-alcoholic fatty liver disease,59/155,8.23186117078148e-12,1.3430931383906623e-10,0,0,3.369868234781662,86.00917722488823,GSK3A;CXCL8;NDUFA10;IRS2;TNF;COX7C;CASP8;CASP3;AKT3;MLX;AKT1;UQCRFS1;RAC1;IL6R;SREBF1;NDUFC2;SDHC;FOS;SDHA;COX6B1;TNFRSF1A;NDUFS8;DDIT3;IL1B;NDUFS5;NDUFS3;UQCRC2;ATF4;NDUFB8;PRKAA1;UQCRB;NDUFB5;NDUFB3;NDUFB1;PIK3R1;UQCR10;ADIPOR1;COX5B;COX5A;UQCRH;CDC42;SOCS3;MAPK8;CYC1;NDUFV2;NDUFV1;NDUFA9;JUN;XBP1;TGFB1;NDUFA6;NDUFA5;NDUFA3;NDUFA1;COX6C;MAPK14;NFKB1;ITCH;NDUFAB1
19,KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,41/89,1.0563372317165718e-11,1.6373227091606863e-10,0,0,4.669481433365811,118.01473922325104,PTEN;CD3G;PIK3R1;CD3E;CD3D;HIF1A;RASGRP1;PPP3CC;AKT3;AKT1;JAK2;JAK1;MAP2K3;MAP2K1;JUN;MAP2K2;CSNK2A1;IFNGR1;STAT1;IFNGR2;NFATC3;FOS;MAPK14;NFKB1;BATF;EML4;NFKBIA;ZAP70;CD4;LCK;RPS6KB2;CD28;PRKCQ;KRAS;PTPN6;CD247;NFKBIE;TLR4;LAT;MYD88;TLR2
20,KEGG_2021_Human,Tuberculosis,65/180,1.1399584657279438e-11,1.6475698809393784e-10,0,0,3.1017576318223865,78.15636483352729,ITGAM;ITGB2;LSP1;TNF;CTSS;EEA1;FCGR3A;CASP8;PPP3CC;CASP3;AKT3;LAMP2;AKT1;JAK2;CTSD;HLA-DPA1;JAK1;ATP6V0B;CR1;FCER1G;APAF1;SYK;IFNGR1;RIPK2;IFNGR2;IL18;RHOA;TNFRSF1A;IL1B;ATP6V0D1;CLEC4E;TLR4;HLA-DQB1;TLR2;RAB5C;CORO1A;HLA-DMA;MAPK8;HLA-DMB;CLEC7A;IRAK2;ATP6V1H;CD14;FCGR1A;HLA-DQA2;HLA-DQA1;ATP6V0A1;HSPA9;PLK3;CD74;HLA-DRB5;TGFB1;STAT1;IL10RA;RFXANK;MAPK14;NFKB1;FCGR2A;HLA-DPB1;HLA-DRA;CALM3;CALM1;CALM2;HLA-DRB1;MYD88
21,KEGG_2021_Human,Prion disease,87/273,1.1692431413118169e-11,1.6475698809393784e-10,0,0,2.574508364974528,64.80572890499496,NCF1;NCF2;NCF4;NDUFA10;COX7C;TNF;PSMD8;TUBA1C;PSMD6;TUBA1B;PSMD7;PPP3CC;TUBA1A;KIF5B;CASP3;PSMD3;TUBB1;UQCRFS1;RAC1;PRKACB;CSNK2A1;APAF1;TUBB;PRKCD;CYBB;NDUFC2;CYBA;SDHC;SDHA;COX6B1;PSMA4;NDUFS8;DDIT3;IL1B;NDUFS5;PPIF;NDUFS3;VDAC1;UQCRC2;SLC25A5;ATF4;CREB5;SLC25A6;PSMD12;NDUFB8;UQCRB;ATF6B;NDUFB5;NDUFB3;ATP5MC3;ITPR2;NDUFB1;PIK3R1;UQCR10;COX5B;COX5A;PSMA7;UQCRH;ATP5F1A;MAPK8;ATP5F1B;PSMB2;PSMB3;CCL5;PSMB1;FYN;CYC1;NDUFV2;NDUFV1;NDUFA9;EGR1;ATP5PF;HSPA8;ATP5PD;NDUFA6;HSPA5;NDUFA5;NDUFA3;NDUFA1;COX6C;TUBB4B;MAPK14;ATP5F1D;ATP5F1E;PSMC3;NDUFAB1;HSPA1A
22,KEGG_2021_Human,Oxidative phosphorylation,52/133,4.3727918495591396e-11,5.893762927666667e-10,0,0,3.515170537769408,83.84748358577052,NDUFA10;COX7C;UQCRFS1;ATP6V1G1;ATP6V0B;ATP6V0E1;NDUFC2;SDHC;SDHA;COX6B1;NDUFS8;NDUFS5;ATP6V1B2;NDUFS3;UQCRC2;ATP6V0D1;ATP6V1A;NDUFB8;UQCRB;NDUFB5;COX17;NDUFB3;ATP5MC3;NDUFB1;UQCR10;COX5B;COX5A;UQCRH;ATP5F1A;ATP5F1B;ATP6V1H;CYC1;NDUFV2;ATP6V0E2;ATP5MG;ATP6V1D;NDUFV1;ATP5MF;ATP5ME;ATP6V0A1;ATP6V1F;NDUFA9;ATP5PF;ATP5PD;NDUFA6;NDUFA5;NDUFA3;NDUFA1;COX6C;ATP5F1D;ATP5F1E;NDUFAB1
23,KEGG_2021_Human,Lipid and atherosclerosis,72/215,5.4338070117374765e-11,7.018667390160906e-10,0,0,2.764770662408458,65.34755543954516,ERO1A;CD40;CXCL8;HSP90AB1;NCF1;NCF2;NCF4;TNF;CXCL2;ICAM1;PYCARD;PPP3CC;CASP8;CASP3;AKT3;TNFSF10;CASP1;AKT1;CD36;RAC1;JAK2;MAP2K3;APAF1;IL18;CYBB;CYBA;FOS;RHOA;TNFRSF1A;DDIT3;IL1B;IRF7;ARHGEF1;TLR4;ABCG1;ATF4;TLR2;ROCK2;LY96;PIK3R1;TANK;HSP90B1;CDC42;MAPK8;CCL5;CCL3;NLRP3;CD14;MAP2K7;LDLR;ABCA1;LYN;HSPA8;JUN;XBP1;HSPA5;NFATC3;MIB2;POU2F2;MAPK14;SOD2;NFKB1;NFKBIA;SELP;CALM3;KRAS;CALM1;CALM2;MYD88;HSPA1A;BCL2L1;NFE2L2
24,KEGG_2021_Human,Rheumatoid arthritis,41/93,5.946398377183352e-11,7.373533987707357e-10,0,0,4.309266245284433,101.46447606715031,ATP6V1A;CXCL8;ITGB2;ITGAL;CXCL2;TNF;ICAM1;TNFSF13B;HLA-DMA;HLA-DMB;CTSL;CCL5;CCL3;ATP6V1H;ATP6V0E2;ATP6V1D;HLA-DQA2;HLA-DQA1;HLA-DPA1;ATP6V0A1;ATP6V1F;ATP6V0B;ATP6V1G1;HLA-DRB5;JUN;ATP6V0E1;TGFB1;IL18;FOS;VEGFA;IL1B;ATP6V1B2;CD28;HLA-DPB1;HLA-DRA;LTB;ATP6V0D1;TLR4;HLA-DRB1;HLA-DQB1;TLR2
25,KEGG_2021_Human,T cell receptor signaling pathway,44/104,6.371821385103797e-11,7.597171651469913e-10,0,0,4.009969657563936,94.14025582086217,ITK;CBLB;CD3G;PIK3R1;CD3E;TNF;RASGRP1;CD3D;CDC42;MAPK8;PAK1;PPP3CC;GRAP2;AKT3;AKT1;FYN;MAP2K7;NCK1;MAP2K1;JUN;MAP2K2;NFATC3;FOS;MAPK14;NFKB1;RHOA;NFKBIA;ZAP70;DLG1;CD4;PTPRC;CD8B;CD8A;LCK;CD28;PRKCQ;GRB2;LCP2;KRAS;PTPN6;CD247;NFKBIE;MAP3K14;LAT
26,KEGG_2021_Human,Pathogenic Escherichia coli infection,67/197,1.1726902544999566e-10,1.3464221440555055e-09,0,0,2.827609665146514,64.65767908303484,CYFIP2;ARF1;CXCL8;WIPF1;ARPC1B;ARPC5L;TNF;ACTB;ACTG1;PYCARD;TUBA1C;TUBA1B;TUBA1A;CASP8;CASP3;TUBB1;TNFSF10;CASP1;RAC1;NCK1;ACTR3;ACTR2;TUBB;F2R;IL18;FOS;RHOA;TNFRSF1A;CTTN;IL1B;NCL;HCLS1;MYH9;ARHGEF1;TMBIM6;EZR;TLR4;NAIP;ARF6;RAB1A;TMED10;ROCK2;CDC42;SLC9A3R1;PAK1;MAPK8;RPS3;NLRP3;NCKAP1L;FYN;BAK1;WASF2;CYTH1;JUN;SEC24A;ARPC5;TUBB4B;MAPK14;NFKB1;NFKBIA;FCGR2A;ARPC2;ARPC3;PTPN6;MYD88;MYO1F;MYO1G
27,KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,66/193,1.231983447843462e-10,1.3639816743981186e-09,0,0,2.8507804402642205,65.04690015681551,RB1;CDKN1A;CXCL8;CXCL2;PIK3CG;ICAM1;ZFP36;PPP3CC;CASP8;CASP3;AKT3;AKT1;RAC1;JAK2;JAK1;GABARAPL2;MAP2K1;MAP2K2;SYK;IFNGR1;HLA-B;HLA-C;HLA-A;FOS;HLA-F;HLA-E;TNFRSF1A;HCK;MAPKAPK2;IRF7;IL6ST;UBA52;IFNAR1;TCF7;LEF1;ITPR2;PIK3R1;PTGS2;HIF1A;MAPK8;GNG2;UBB;GNG5;UBC;PLCG2;BAK1;RPS27A;MAP2K7;CCR1;LYN;JUN;STAT1;STAT2;NFATC3;EIF2AK2;MAPK14;GNG11;NFKB1;VEGFA;NFKBIA;CLEC2B;CTNNB1;CALM3;KRAS;CALM1;CALM2
