,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
10,GO_Molecular_Function_2021,translation initiation factor activity (GO:0003743),22/41,1.9462593368582684e-08,1.744556096492957e-06,0,0,6.301892562264279,111.88866247592632,EIF4A2;EIF4A1;EIF5B;MTIF3;EIF2S2;EIF1;EIF3M;EIF2S3;EIF3K;EIF3L;EIF3I;EIF3G;EIF3H;EIF3E;EIF3F;EIF1B;EIF3D;EIF4G3;EIF3A;EIF4G2;EIF2A;EIF3B
11,GO_Molecular_Function_2021,MHC class I protein binding (GO:0042288),13/17,4.0505330699326174e-08,3.0270206523489665e-06,0,0,17.652719665271967,300.4816328859982,TUBB;DERL1;TAP2;LILRB1;LILRB2;PILRA;TUBB4B;HLA-E;TAPBP;ATP5F1A;ATP5F1B;CD8B;CD8A
12,GO_Molecular_Function_2021,MHC class II protein complex binding (GO:0023026),13/17,4.0505330699326174e-08,3.0270206523489665e-06,0,0,17.652719665271967,300.4816328859982,YWHAE;CD74;HSPA8;HSP90AB1;CD81;ANXA11;CD4;HLA-DMA;HLA-DMB;PKM;HLA-DRA;MS4A1;HLA-DRB1
13,GO_Molecular_Function_2021,nuclear receptor binding (GO:0016922),43/120,4.298000926256139e-08,3.0270206523489665e-06,0,0,3.049559150631624,51.72824080622298,DDX5;KDM3A;KDM5D;SMARCD3;TMF1;WBP2;GTF2B;LEF1;BAZ2A;PARK7;MED16;PHB2;HIF1A;MED17;OASL;ZNHIT3;NSD1;NRIP1;GAS2L1;HMGN3;ZBTB7A;YWHAH;NCOA1;SMARCE1;PRMT2;STAT1;ARID5A;WIPI1;MED4;ARID1A;FOXP1;NR4A2;LATS1;ASXL1;THRAP3;CRY1;CTNNB1;NCOA7;TACC1;CALR;PKN1;PPID;TAF1
14,GO_Molecular_Function_2021,DNA binding (GO:0003677),179/811,4.4835396772239565e-07,2.9471800811618803e-05,0,0,1.5647351499317808,22.872802103326244,APP;SMARCB1;DCLRE1C;MRE11;CCNT1;ZNF292;HNRNPU;ARID4A;RORA;PRDM2;NUCKS1;IKZF1;AHR;PARK7;ZDHHC1;ETS1;ETS2;RPL6;RPL7;YY1;ELK4;RPS15;CHCHD2;TRIM28;HMCES;ZC3H12A;JUNB;MEF2A;EOMES;APLP2;ARID5A;WBP11;ILF2;RC3H2;ILF3;DDIT3;KAT6A;ATF4;KHDRBS1;ZNF274;TSHZ3;DHX9;PRKDC;TSHZ1;CREM;XPA;GATA3;FOXO3;DDX60;HIF1A;DEDD2;DHX36;PCBP2;SAFB2;CAMTA1;NLRP3;NLRP1;ZBTB7A;LYAR;BPTF;EGR1;NFE2;JUN;XBP1;XRCC6;PYHIN1;SMARCA5;POU2F2;FLI1;THAP11;DRAP1;CDK9;NR4A2;MAFB;RPS27;BCL6;FUBP1;MAFF;SPRTN;NABP1;TCF4;CALR;EZH1;NFE2L2;PHF19;CREBZF;CSRNP1;CALCOCO1;RNF11;DDX3X;WDR48;CHD8;PHF1;HP1BP3;HMGB2;PSIP1;CTCF;CHD3;HMGB1;YBX1;CHD2;JCHAIN;OASL;MECP2;LYL1;MLX;RBM5;RBM6;SREBF1;KLF12;RFC1;ZFY;TERF1;SMC1A;ARID1A;TSN;TOPORS;DDB1;SUPV3L1;SFPQ;RAD51C;AIM2;THRAP3;IRF1;MTF1;C1D;IRF2;MTF2;CRY1;IRF7;TLR8;RBMS1;TOP1;GTF3C1;ZNF350;SATB1;PNKP;SRRT;TAF9;LEF1;RNF4;SAMHD1;CENPB;CENPC;ARNTL;PURB;PURA;BCLAF1;CHRAC1;IFI16;POLR2A;CUX1;HLX;TBX21;RPS3;HES1;E2F4;HNRNPA1;ZNF224;MBD4;MBD5;MBD6;CENPX;STAT1;CNBP;USF2;USF1;KLF2;BATF;APEX1;FOSB;HDGF;RAD1;QRICH1;CEBPZ;MNDA;CRLF3;TARDBP;TAF1
15,GO_Molecular_Function_2021,transition metal ion binding (GO:0046914),107/445,1.825472747562999e-06,0.00011249475806856982,0,0,1.738024772337622,22.965688513006643,ZNF331;CDA;GTF2B;ZMYND8;CBLB;MT1X;PRDM2;PARK7;MT2A;RASSF1;TRIM28;ANPEP;FTH1;DHX58;PIM1;TNFSF10;NUDT16;KDM2A;TYW5;ESCO1;JMJD6;ZNF91;RNF125;KAT6A;FDX1;MT1F;MPPE1;SNRPC;S100A9;KPNB1;S100A8;FTL;CUTA;KMT2A;KMT2B;COX17;MEFV;RASGRP1;ADH5;S100A12;LTA4H;EGR1;LNPEP;THAP11;CYLD;RPS27;RPS29;ACER3;LCN2;MDM4;ACO2;CALR;ADA;RNF11;KDM5C;B4GALT1;DYRK2;ECE1;CTCF;CHD3;LITAF;EEA1;IFIH1;TRIM8;DUSP12;ZMYM2;CA2;TIMP2;ARIH2;TIMP1;COA6;DDX58;TET2;RABGGTB;SIRT2;PLSCR1;MMP23B;SMPDL3A;SLU7;ZNF593;SEC23A;KDM3A;PDXK;USP16;CRIP2;RNF7;SAMHD1;CRIP1;ALOX5;NSD1;PGGT1B;SNCA;TIMM8B;NQO2;SEC24A;ERAP2;KLF4;SOD2;ATOX1;CCS;CD4;P2RX4;QPCT;MSRB2;ABCE1;LIMS1;MSRB1
16,GO_Molecular_Function_2021,mRNA 3'-UTR binding (GO:0003730),31/85,2.059279307778074e-06,0.00011943819985112829,0,0,3.127021809767035,40.94257963939789,RPL5;DAZAP1;DDX5;CELF1;CELF2;HNRNPU;ELAVL1;YBX3;ZFP36L2;RBM4;ZFP36;LARP1;EXOSC9;ZC3H12A;DHX36;CCT5;HNRNPA0;RPL41;RPS7;ANGEL2;PABPC4;CIRBP;NUDT21;RSL1D1;ILF3;RBMS1;RNPS1;PABPC1;HNRNPC;TARDBP;CPEB4
17,GO_Molecular_Function_2021,oxidoreduction-driven active transmembrane transporter activity (GO:0015453),24/58,2.2068473884342303e-06,0.0001208861958331195,0,0,3.840857273141815,50.02311611345489,NDUFA9;CYB5A;NDUFB8;NDUFA6;NDUFA5;NDUFB5;NDUFA3;NDUFA10;NDUFB3;NDUFA1;NDUFC2;NDUFB1;UQCR10;COX5B;COX5A;UQCRH;CYB561D2;COX6B1;NDUFS8;NDUFS5;NDUFS3;UQCRFS1;NDUFV2;NDUFV1
18,GO_Molecular_Function_2021,ubiquitin-protein transferase inhibitor activity (GO:0055105),8/9,2.6991977663256622e-06,0.00014007415776826857,0,0,43.39074550128535,556.3802620190346,RPS15;RPL5;RPS7;RPL23;GLMN;RPL11;RPS20;RPL37
19,GO_Molecular_Function_2021,protein heterodimerization activity (GO:0046982),54/188,3.3815900105094818e-06,0.00016671238751811743,0,0,2.20103981073108,27.72686065876656,YWHAE;HEXA;AHR;SMC3;CD3E;PHB2;MLX;BUD23;FBXO7;YWHAH;MEF2A;MEF2C;MIGA1;TPM4;RALGAPA1;TPM1;CYBB;CYBA;IRAK3;SMC1A;DDIT3;MICU1;TLR4;ABCG1;ATF3;PAFAH1B2;ATF4;BCL2A1;SUPT4H1;ZBTB1;HIF1A;ADD1;SDCBP;SNX2;TCOF1;IRAK2;NAE1;BAK1;MCL1;XBP1;GCA;GADD45A;KRT10;LSM5;USF2;USF1;NR4A2;VAPA;UBA2;TCF4;P4HB;RAN;BCL2L1;TAF1
20,GO_Molecular_Function_2021,zinc ion binding (GO:0008270),84/336,4.682525388045149e-06,0.00021008585270178068,0,0,1.8256477821695212,22.40375256080348,ZNF331;CDA;KDM5C;RNF11;ZMYND8;GTF2B;CBLB;MT1X;PRDM2;ECE1;CTCF;CHD3;LITAF;EEA1;IFIH1;TRIM8;DUSP12;MT2A;RASSF1;ZMYM2;TRIM28;CA2;ANPEP;DHX58;TNFSF10;ARIH2;TIMP2;TIMP1;KDM2A;ESCO1;DDX58;TET2;RABGGTB;SIRT2;PLSCR1;ZNF91;RNF125;MMP23B;KAT6A;MT1F;SNRPC;SLU7;S100A9;SMPDL3A;KPNB1;S100A8;ZNF593;PDXK;SEC23A;USP16;KMT2A;KMT2B;CRIP2;MEFV;SAMHD1;CRIP1;RASGRP1;ADH5;NSD1;PGGT1B;S100A12;LTA4H;SNCA;TIMM8B;EGR1;NQO2;SEC24A;ERAP2;LNPEP;KLF4;THAP11;CYLD;CD4;RPS27;P2RX4;RPS29;QPCT;ACER3;MSRB2;MDM4;CALR;ADA;LIMS1;MSRB1
21,GO_Molecular_Function_2021,protein kinase binding (GO:0019901),117/506,4.692597783322425e-06,0.00021008585270178068,0,0,1.6516876439755617,20.265421568956075,PEBP1;NR3C1;ACTB;ZFP36;CCND3;RPS19;CDK5RAP1;SIRPA;CIR1;FBXO7;TRIM22;MAP2K3;RPS7;PRKCD;RPS6;AP1B1;ADAM10;ACSL3;CDC25B;EEF1A1;MAPKAPK2;JTB;ADAM9;TRIM14;MAPKAPK5;VDAC1;UTRN;EZR;TRIB1;SQSTM1;SKAP1;ATF4;KHDRBS1;TWF2;IQGAP1;FOXO3;ADIPOR1;HIF1A;PRDX3;BAG5;SOCS1;PRKAR2B;PDCD10;PRKAR2A;TPR;PLCG2;MAP2K7;LRBA;MSN;EEF2;CYLD;DLG1;PTPRC;PIN1;CALM3;GRB2;CALM1;CALM2;LAT;BCL2L1;CDKN1A;GSK3A;PRR7;CDKN1B;ITGB2;PDE3B;PLEK;ILK;AP2A1;PTPRJ;WDR45;CD3E;ELAVL1;HINT1;DUSP10;RACK1;RAC1;JAK2;YWHAG;MAP4K2;DUSP2;DUSP1;RHOH;IRAK3;RHOF;RHOC;DUSP6;RHOA;PJA2;DNAJC3;FGR;LATS1;LCK;BANK1;RARA;HCLS1;CACUL1;PPP1R15A;GSTP1;WAS;PRAM1;CDC42;RPS3;RICTOR;RFFL;HNRNPA0;CDKN2D;NPM1;CAVIN2;USF1;MAD2L2;CD4;TNIP1;PTPN6;PKN1;CD247;LIMS1
22,GO_Molecular_Function_2021,non-membrane spanning protein tyrosine kinase activity (GO:0004715),17/35,4.900582770934032e-06,0.00021008585270178068,0,0,5.132201811866652,62.747102167204375,BLK;LYN;ITK;YES1;SYK;TXK;MATK;SLA;CLK1;FGR;HCK;ZAP70;FES;LCK;BTK;PTK2B;FYN
23,GO_Molecular_Function_2021,rRNA binding (GO:0019843),19/42,5.179443001761468e-06,0.00021278878332236695,0,0,4.490599105477896,54.654242132813344,PTCD3;RPL5;RPS9;RPL12;RPL23;RPS5;RPL11;RPLP0;MTERF4;CIRBP;GTF3A;DDX21;MRPS7;MRPS18C;RPS14;RPS3;SBDS;NOP53;RPS13
24,GO_Molecular_Function_2021,ribosomal small subunit binding (GO:0043024),11/17,6.469570237181519e-06,0.0002551598501544391,0,0,9.950359172295489,118.89088024665357,PTCD3;NPM1;DDX3X;LARP1;EIF4H;PIM1;MTIF3;ABCE1;EIF1B;EIF4B;EIF1
25,GO_Molecular_Function_2021,ATP binding (GO:0005524),71/278,1.1437174563168585e-05,0.0004337328507417009,0,0,1.87561772847041,21.341981875723523,ABCD4;DYRK2;HSP90AB1;CHD8;OLA1;HNRNPU;PYGL;RPS6KA5;CLP1;GUK1;AKT3;PDK4;PIM1;AKT1;PRKACB;MAP4K2;TAP2;IRAK3;RUNX3;CLPX;LATS1;ZAP70;OAS1;OAS2;OAS3;BTK;SIK3;MYH9;TOP1;TRIB1;CARS2;NAIP;ABCG1;PRPS1;PXK;PDXK;DHX9;PNKP;VPS4A;TWF2;TWF1;NOL9;STK4;ATP5F1A;DHX36;MKNK2;HACL1;NLRP1;ABCA1;SRPK2;HSPA9;ABCA2;HSPA8;CDK11A;HSPA5;MLKL;PNPLA8;SMARCA5;MYO9B;ATP5F1D;CDK11B;P2RX5;SNRK;P2RX4;STK17A;TAOK1;UBA2;ABCE1;MYO1F;HSPA1A;GALK1
26,GO_Molecular_Function_2021,ubiquitin ligase inhibitor activity (GO:1990948),7/8,1.5447544579888884e-05,0.0005641214428063126,0,0,37.95470607131384,420.46452989451154,RPS15;RPL5;RPS7;RPL23;RPL11;RPS20;RPL37
27,GO_Molecular_Function_2021,adenyl ribonucleotide binding (GO:0032559),76/306,1.6628117853106845e-05,0.0005655023357847066,0,0,1.807404444952294,19.889429396568783,ABCD4;DYRK2;HSP90AB1;CHD8;OLA1;HNRNPU;PYGL;RPS6KA5;CLP1;GUK1;AKT3;PDK4;PIM1;PDE4B;AKT1;PRKACB;MAP4K2;TAP2;IRAK3;RUNX3;CLPX;APRT;LATS1;CNBD2;ZAP70;OAS1;OAS2;OAS3;BTK;SIK3;MYH9;TOP1;TRIB1;CARS2;NAIP;ABCG1;PRPS1;PXK;PDXK;DHX9;PNKP;VPS4A;TWF2;TWF1;NOL9;MIEF1;STK4;ATP5F1A;DHX36;MKNK2;HACL1;NLRP1;ABCA1;SRPK2;HSPA9;ABCA2;HSPA8;CDK11A;HSPA5;MLKL;PNPLA8;SMARCA5;MYO9B;ATP5F1D;CDK11B;GLUD1;P2RX5;SNRK;P2RX4;STK17A;TAOK1;UBA2;ABCE1;MYO1F;HSPA1A;GALK1
